sku,name,Products_type
C-LL4509-SILVERCAP,"4509 Liquid Lipstick - Fall In Love",simple
C-LL4510-SILVERCAP,"4510 Liquid Lipstick - Hot Lips",simple
C-LL4511-SILVERCAP,"4511 - Liquid Lipstick - Kiss Me",simple
C-LL4512-SILVERCAP,"4512 - Liquid Lipstick - Shocking Pink",simple
C-LL4513-SILVERCAP,"4513 - Liquid Lipstick - Gorgeous (Satin)",simple
C-LL4514-SILVERCAP,"4514 - Liquid Lipstick - Bam Bam (Satin)",simple
C-LL4515-SILVERCAP,"4515 - Liquid Lipstick - Snob (Satin)",simple
C-LL4516-SILVERCAP,"4516 - Liquid Lipstick - Amorous (Satin)",simple
C-LL4517-SILVERCAP,"4517 - Liquid Lipstick - Pebbles (Satin)",simple
C-LL4518-SILVERCAP,"4518 - Liquid Lipstick - Soul Mate",simple
C-LL4519-SILVERCAP,"4519 - Liquid Lipstick - Blue Moon",simple
C-LL4520-SILVERCAP,"4520 - Liquid Lipstick - Paradise Blue",simple
C-LL4521-SILVERCAP,"4521 - Liquid Lipstick - Scandalous",simple
C-LL4522-SILVERCAP,"4522 - Liquid Lipstick - Spell Bond",simple
C-LL4523-SILVERCAP,"4523 - Liquid Lipstick - Black",simple
C-LL4524-SILVERCAP,"4524 - Liquid Lipstick - Grey",simple
C-LL4525-SILVERCAP,"4525 - Liquid Lipstick - Tangerine Queen",simple
C-LL4526-SILVERCAP,"4526 - Liquid Lipstick - Speechless",simple
C-LL4527-SILVERCAP,"4527 - Liquid Lipstick - Fearless",simple
C-LL4528-SILVERCAP,"4528 - Liquid Lipstick - Stylish Girl",simple
C-LL4529-SILVERCAP,"4529 - Liquid Lipstick - Fashionable",simple
C-LL4530-SILVERCAP,"4530 - Liquid Lipstick - Hunter",simple
C-LL4531-SILVERCAP,"4531 - Liquid Lipstick - Sugar Plum",simple
C-LL4532-SILVERCAP,"4532 - Liquid Lipstick - City Girl",simple
C-LL4533-SILVERCAP,"4533 - Liquid Lipstick - Funtime",simple
C-LL4534-SILVERCAP,"4534 - Liquid Lipstick - Shallow Orchid",simple
C-LL4535-SILVERCAP,"4535 - Liquid Lipstick - Stunner",simple
C-LL4536-SILVERCAP,"4536 - Liquid Lipstick - Aphrodite",simple
C-LL4537-SILVERCAP,"4537 - Liquid Lipstick - Twitch",simple
C-LL4538-SILVERCAP,"4538 - Liquid Lipstick - Hypnotised",simple
C-LL4539-SILVERCAP,"4539 - Liquid Lipstick - Loving Red",simple
C-LL4540-SILVERCAP,"4540 - Liquid Lipstick - Bonfire",simple
C-LL4541-SILVERCAP,"4541 - Liquid Lipstick - Delighted",simple
C-LL4542-SILVERCAP,"4542 - Liquid Lipstick - Shy Girl",simple
C-LL4543-SILVERCAP,"4543 - Liquid Lipstick - - Adore",simple
C-LL4544-SILVERCAP,"4544  Liquid Lipstick Lavish",simple
C-LL4545-SILVERCAP,"4545 - Liquid Lipstick - Posh",simple
C-LL4546-SILVERCAP,"4546 - Liquid Lipstick - Nebula",simple
C-LL4547-SILVERCAP,"4547 - Liquid Lipstick - Sin City",simple
C-LL4548-SILVERCAP,"4548 - Liquid Lipstick - Baby Spice",simple
C-LL4549-SILVERCAP,"4549 - Liquid Lipstick - Supernova",simple
C-LL4550-SILVERCAP,"4550 - Liquid Lipstick - Fawn",simple
LOGO,"Logo Plate Design",configurable
PLATE-1PP1TS,"Pad Printing One Time Setup Fee - 4 Plates/Logo",simple
PLATE-1PP1TS2,"Multi-color logo",simple
loose_powder,"Loose Powder",configurable
C-HDLP600-BC,"10g Loose Powder LP600 Extra Light Porcelain",simple
C-HDLP601-BC,"10g Loose Powder LP601 Light Porcelain",simple
C-HDLP602-BC,"10g Loose Powder LP602 Porcelain",simple
C-HDLP603-BC,"10g Loose Powder LP603 Medium Beige",simple
C-HDLP604-BC,"10g Loose Powder LP604 Dark Tan",simple
C-HDLP605-BC,"10g Loose Powder LP605/655 Mocha",simple
C-HDLP606-BC,"10g Loose Powder LP606 Ebony",simple
C-HDLP607-BC,"10g Loose Powder LP607 Caramel",simple
C-HDLP608-BC,"10g Loose Powder LP608 Coffee Bean",simple
C-HDLP609-BC,"10g Loose Powder LP609 Amber",simple
C-HDLP610-BC,"10g Loose Powder LP610 Congac",simple
C-HDLP611-BC,"10g Loose Powder LP611 Medium Light Porcelain",simple
C-HDLP612-BC,"10g Loose Powder LP612 Medium Porcelian",simple
C-HDLP650-BC,"10g Loose Powder LP650 Light Ivory",simple
C-HDLP651-BC,"10g Loose Powder LP651 Ivory",simple
C-HDLP652-BC,"10g Loose Powder LP652 Medium Ivory",simple
C-HDLP653-BC,"10g Loose Powder LP653 Medium Tan",simple
C-HDLP654-BC,"10g Loose Powder LP654 Tan",simple
C-HDLP655-BC,"10g Loose Powder LP655 Almond",simple
C-HDLP656-BC,"10g Loose Powder LP656 Golden Honey",simple
Mascara,Mascara,configurable
C-MS110,"MS110 Mascara White  Wand",simple
C-MS111,"MS111 Mascara Brown Wand",simple
C-MS112,"MS112 Mascara Navy Wand",simple
C-MS113,"MS113 Mascara Clear Wand",simple
C-MS114,"MS114 Mascara Black Wand",simple
Mascara_Squeeze,"Mascara Squeeze Tube",configurable
C-MS105,"MS105 Mascara White  Squeeze",simple
C-MS106,"MS106 Mascara Brown Squeeze",simple
C-MS107,"MS107 Mascara Navy  Squeeze",simple
C-MS108,"MS108 Mascara Clear Squeeze",simple
C-MS109,"MS109 Mascara Black Squeeze",simple
Mcreme_BL_Refill,"Mineral Crème Blush Refill",configurable
C-M300R,"Refill - M300 M. Creme Blush Cinnabar",simple
C-M301R,"Refill - M301 M. Creme Blush Ginger Beige",simple
C-M302R,"Refill - M302 M. Creme Blush Cherise",simple
C-M303R,"Refill - M303 M. Creme Blush Vermilion",simple
C-M304R,"Refill - M304 M. Creme Blush Firebrick",simple
C-M305R,"Refill - M305 M. Creme Blush Blossom",simple
C-M306R,"Refill - M306 M. Creme Blush French Rosette",simple
C-M307R,"Refill - M307 M. Magical Rose Creme Blush",simple
C-M308R,"Refill - M308 M. Creme Blush Graceful",simple
C-M309R,"Refill - M309 M. Creme Blush Modish",simple
C-M310R,"Refill - M310 M. Creme Blush Love",simple
C-M311R,"Refill - M311 M. Creme Blush",simple
C-M312R,"Refill - M312 M. Creme Blush",simple
C-M313R,"Refill - M313 M. Creme Blush",simple
Mcreme_ES_Compact,"Mineral Crème Eyeshadow",configurable
C-M201C,"Compact - M201 M Creme Shadow Misty Rose",simple
C-M202C,"Compact - M202 M Creme Shadow Orchid",simple
C-M203C,"Compact - M203 M Creme Shadow Seashell",simple
C-M206C,"Compact - M206 M Creme Shadow Burnt Umber",simple
C-M213C,"Compact - M213 M Creme Shadow Sienna",simple
Mcreme_ES_Refill,"Mineral Crème Eyeshadow Refill",configurable
C-M201R,"Refill - M201 M Creme Shadow Misty Rose",simple
C-M202R,"Refill - M202 M Creme Shadow Orchid",simple
C-M203R,"Refill - M203 M Creme Shadow Seashell",simple
C-M204R,"Refill - M204 M Creme Shadow Taupe",simple
C-M205R,"Refill - M205 M Creme Shadow Mauve",simple
C-M206R,"Refill - M206 M Creme Shadow Burnt Umber",simple
C-M207R,"Refill - M207 M Creme Shadow Magenta",simple
C-M208R,"Refill - M208 M Creme Shadow Light Denim",simple
C-M209R,"Refill - M209 M Creme Shadow Grey Slate",simple
C-M210R,"Refill - M210 M Creme Shadow Lilac",simple
C-M211R,"Refill - M211 M Creme Shadow Copper",simple
C-M212R,"Refill - M212 M Creme Shadow Apricot",simple
C-M213R,"Refill - M213 M Creme Shadow Sienna",simple
C-M214R,"Refill - M214 M Creme Shadow Salmon",simple
C-M215R,"Refill - M215 M Creme Shadow Terra Cotta",simple
mineraldust_color,"Mineral Dust",configurable
"C-MD1-GLSTND P","MD1 Mineral Dust Pearl White",simple
"C-MD10-GLSTND P","MD10 Mineral Dust White Red",simple
"C-MD11-GLSTND P","MD11 Mineral Dust Hot Pink",simple
"C-MD13-GLSTND P","MD13 Mineral Dust Fine Gold",simple
"C-MD14-GLSTND P","MD14 Mineral Dust Antique Bronze",simple
"C-MD15-GLSTND P","MD15 Mineral Dust Antique Green",simple
"C-MD16-GLSTND P","MD16 Mineral Dust Saphire",simple
"C-MD17-GLSTND P","MD17 Mineral Dust Duo Chrome",simple
"C-MD18-GLSTND P","MD18 Mineral Dust Jade",simple
"C-MD19-GLSTND P","MD19 Mineral Dust Emerald",simple
"C-MD2-GLSTND P","MD2 Mineral Dust Sun Stone",simple
"C-MD21-GLSTND P","MD21 Mineral Dust Orange",simple
"C-MD22-GLSTND P","MD22 Mineral Dust Silver Sea",simple
"C-MD23-GLSTND P","MD23 Mineral Dust Deep Black",simple
"C-MD24-GLSTND P","MD24 Mineral Dust Lilac",simple
"C-MD25-GLSTND P","MD25 Mineral Dust Baby Blue",simple
"C-MD26-GLSTND P","MD26 Mineral Dust Irridescent Red",simple
"C-MD27-GLSTND P","MD27 Mineral Dust Pearly Pink",simple
"C-MD28-GLSTND P","MD28 Mineral Dust Light Gold",simple
"C-MD29-GLSTND P","MD29 Mineral Dust Misty Green",simple
"C-MD3-GLSTND P","MD3 Mineral Dust Copper",simple
"C-MD30-GLSTND P","MD30 Mineral Dust Slate",simple
"C-MD31-GLSTND P","MD31 Mineral Dust Star Night With Glitter",simple
"C-MD32-GLSTND P","MD32 Mineral Dust Lindin Green",simple
"C-MD4-GLSTND P","MD4 Mineral Dust Violet",simple
"C-MD5-GLSTND P","MD5 Mineral Dust Golden Bronze",simple
"C-MD6-GLSTND P","MD6 Mineral Dust Garnet",simple
"C-MD7-GLSTND P","MD7 Mineral Dust Blue",simple
"C-MD8-GLSTND P","MD8 Mineral Dust Flambe",simple
"C-MD9-GLSTND P","MD9 Mineral Dust Amber",simple
mist_flavor,"Mist Flavor",configurable
C-REM50,"Reviving Eucalyptus Mist 50ml",simple
C-RNM50,"Rose Nourishing Mist",simple
C-SLM50,"Soothing Lavender Mist",simple
primer,Primer,configurable
C-CP-30,"HD Perfect Canvas Primer 30 ml",simple
C-H20/30,"30ml H2O Primer - Normal to Dry",simple
Professional_Picture_Photography,"Professional Picture Photography",configurable
GD-PPC,"Professional Picture",simple
GD-PPLS,"Professional picture Photography",simple
GD-PPLSG,"Professional picture Photography Group",simple
GD-PPS,"Professional Picture Swatch - 1",simple
refil_bronzer_color,"Refill Bronzer",configurable
C-B191R,"Refil - B191 PPowder Bronzer 191",simple
C-B193R,"Refill - B193 PPowder Bronzer 193",simple
C-B194R,"Refill - Bronzer 194 - 10g",simple
C-B20R,"Refill - B20 PPowder Bronzer 20",simple
C-DBDR,"Refill - Duo Bronzer Dark Half Moon",simple
C-DBLR,"Refill - Duo Bronzer Light Half Moon",simple
sheerglo_compact_color,"Sheer Glow - Compact",configurable
C-SGCPC,"Compact - Sheer Glo Crushed Pearl PP",simple
C-SGPC,"Compact - Sheer Glow -Pearl C",simple
C-SGPIC,"Compact - Sheer Glo - Pearl Intense Dark PP",simple
C-SGPLC,"Compact - Sheer Glow -Platinum C",simple
C-SGRGC,"Compact - Sheer Glow -Rusty gold C",simple
C-SGSKC,"Compact - Sheer Glo Sun Kiss PP",simple
sheerglo_refill_color,"Sheer Glow - Refill",configurable
C-SGCPR,"Refill - Sheer Glo Crushed Pearl PP",simple
C-SGPIR,"Refill - Sheer Glo - Pearl Intense Dark PP",simple
C-SGPLR,"Refill - Sheer Glow -Platinum C",simple
C-SGPR,"Refill - Sheer Glow -Pearl C",simple
C-SGRGR,"Refilll - Sheer Glow -Rusty gold C",simple
C-SGSKR,"Refill - Sheer Glo Sun Kiss PP",simple
SPV,"Skin Perfecting Veil",configurable
C-SPVA,"Skin Perfection Veil 20ml Almond",simple
C-SPVAM,"Skin Perfection Veil 20ml Amber",simple
C-SPVC,"Skin Perfection Veil 20ml Clear",simple
C-SPVL,"Skin Perfection Veil 20ml Light",simple
C-SPVM,"Skin Perfection Veil 20ml Medium",simple
wd_dual_foundation,"WD Dual Foundation",configurable
C-WD200-STNDP,"WD - Extra Light Porcelain",simple
C-WD201-STNDP,"WD - Light Porcelian",simple
C-WD202-STNDP,"WD - Porcelain",simple
C-WD203-STNDP,"WD - Medium Beige",simple
C-WD204-STNDP,"WD - Dark Tan",simple
C-WD205-STNDP,"WD - Mocha",simple
C-WD206-STNDP,"WD - Ebony",simple
C-WD207-STNDP,"WD - Caramel",simple
C-WD208-STNDP,"WD - Coffee Bean",simple
C-WD209-STNDP,"WD - Amber",simple
C-WD210-STNDP,"WD - Congac",simple
C-WD211-STNDP,"WD - Medium Light Porcelain",simple
C-WD212-STNDP,"WD - Medium Porcelian",simple
C-WD250-STNDP,"WD - Light Ivory",simple
C-WD251-STNDP,"WD - Ivory",simple
C-WD252-STNDP,"WD - Medium Ivory",simple
C-WD253-STNDP,"WD - Medium Tan",simple
C-WD254-STNDP,"WD - Tang",simple
C-WD255-STNDP,"WD - Almond",simple
C-WD256-STNDP,"WD - Golden Honey",simple
C-WD257-STNDP,"WD - Honey Chesnut",simple
WD_Foundation_Refill,"Dual Powder Foundation Refill",configurable
C-WD200R,"Refill - WD200 Dual Powder Foundation 10g",simple
C-WD201R,"Refill - WD201 Dual Powder Foundation 10g",simple
C-WD202R,"Refill - WD202 Dual Powder Foundation Porcelian 10g",simple
C-WD203R,"Refill - WD203 Dual Powder Foundation Medium Beige10g",simple
C-WD204R,"Refill - WD204 Dual Powder Foundation Dark Tan 10g",simple
C-WD205R,"Refill - WD205 Dual Powder Foundation Mocha 10g",simple
C-WD206R,"Refill - WD206 Dual Powder Foundation  Ebony 10g",simple
C-WD207R,"Refill - WD207 Dual Powder Foundation Caramel10g",simple
C-WD208R,"Refill - WD208 Dual Powder Foundation Coffee Bean Refill",simple
C-WD209R,"Refill - WD209 Dual Powder Foundation Amber 10g",simple
C-WD210R,"Refill - WD210 Dual Powder Foundation Congac 10g",simple
C-WD211R,"Refill - WD211 Dual Powder Foundation Medium Light Porcelian 10g",simple
C-WD212R,"Refill - WD212 Dual Powder Foundation Medium Porcelian 10g",simple
C-WD250R,"Refill - WD250 Dual Powder Foundation Light Ivory 10g",simple
C-WD251R,"Refill - WD251 Dual Powder Foundation  Ivory 10g",simple
C-WD252R,"Refill - WD252 Dual Powder Foundation  Medium Ivory 10g",simple
C-WD253R,"Refill - WD253 Dual Powder Foundation Medium Tan10g",simple
C-WD254R,"Refill - WD254 Dual Powder Foundation Tan",simple
C-WD255R,"Refill - WD255 Dual Powder Foundation  Almond 10g",simple
C-WD256R,"Refill - WD256 Dual Powder Foundation Golden Honey 10g",simple
C-WD257R,"Refill - WD257 Dual Powder Foundation Honey Chesnut 10g",simple
